text,emotion
Znowu wszystko na nic to mnie doluje,zly
To mozna zalatwic,neutralny
Jestem pelen radosci!,szczesliwy
Trzeba to zweryfikowac,neutralny
Chwile kontemplacji wypelniaja mnie poczuciem glebokiego spokoju.,kontemplujacy
Naprawde? To jest okropne,zdegustowany
Znowu nie mam po co wstawac.,smutny
To jak cudowna okazja!,szczesliwy
Potrzebuje wiecej czasu,neutralny
To moment ktory na zawsze zostanie w mojej pamieci!,szczesliwy
To jak bajka ktora sie spelnia!,szczesliwy
Co sie dzieje?!,przerazony
Patrzac na wszystko co sie dzieje czuje jak malo potrafie kontrolowac.,kontemplujacy
Co za niesamowite przezycie!,szczesliwy
To nie moze byc prawda,przerazony
Wow nigdy bym nie przypuszczal ze to tak dobrze wyjdzie!,zaskoczony
Nie moge uwierzyc w ten rezultat!,zaskoczony
Z kazdym oddechem czuje sie bardziej w harmonii z soba.,kontemplujacy
Spokoj tej chwili daje mi poczucie ukojenia.,kontemplujacy
To uczucie mnie zjada od srodka,przerazony
Nie wiem gdzie szukac ratunku.,smutny
Nie wiem jak przetrwac ten czas.,smutny
Nie wytrzymam tej presji!,zly
To najlepszy czas mojego zycia!,szczesliwy
Cisza wokol mnie pozwala mi poczuc sie w pelni obecnym.,kontemplujacy
Znowu wszystko sie sypie po co probowac?,zly
To jest dla mnie bardzo trudne.,smutny
Nie mam juz nadziei.,smutny
Wow to jest nie do opisania! ,zaskoczony
Rownowaga i spokoj wypelniaja moje mysli.,kontemplujacy
Chcialbym zeby to wszystko bylo tylko snem.,smutny
Zaraz sprawdze,neutralny
Nie chce juz tego widziec,zdegustowany
Za chwile wroce z odpowiedzia,neutralny
Czuje jak serce wypelnia sie spokojem.,kontemplujacy
To absolutnie fantastyczne!,szczesliwy
To idealny dzien!,szczesliwy
To jest koszmar,przerazony
O wow jakie cudowne!,zaskoczony
Jestem pelen energii i nadziei!,szczesliwy
To mnie zupelnie przygniata,przerazony
O rety az trudno uwierzyc!,zaskoczony
Wow to mnie naprawde zaskoczylo w najlepszy sposob!,zaskoczony
Za chwile sprawdze szczegoly,neutralny
Po prostu niesamowite przezycie!,szczesliwy
Nie wiem jak to zniesc!,przerazony
Wow to mnie zaskoczylo w sposob jakiego sie nie spodziewalem!,zaskoczony
Nie wytrzymam juz tego wszystkiego!,zly
To przyprawia mnie o lek i drzenie,przerazony
O rety super!,zaskoczony
Sprawdze szczegoly pozniej,neutralny
Nie wiem jak to zniose,przerazony
Czuje sie kompletnie przytloczony.,smutny
Jestem pelen radosci!,szczesliwy
To jak najlepszy wybor!,szczesliwy
Jestem tak szczesliwy ze to zrobilem!,szczesliwy
Nie mam sily na nic.,smutny
Nie potrafie wyjsc z tego stanu,przerazony
Trzeba to jeszcze rozwazyc,neutralny
Zajmuje sie tym pozniej,neutralny
Nie moge w to uwierzyc,zdegustowany
Znowu musze to zrobic!,zly
Wow to naprawde wykracza poza moje najsmielsze oczekiwania!,zaskoczony
To jak spelnione marzenie!,szczesliwy
Po prostu brak slow,zdegustowany
Jestem pelen emocji i radosci!,szczesliwy
Za chwile wroce z odpowiedzia,neutralny
Zajmuje sie tym po spotkaniu,neutralny
Jestem pelen szczescia!,szczesliwy
Kazda sekunda odpoczynku daje mi poczucie spokoju i harmonii.,kontemplujacy
Po prostu nie wiem jak to zniesc. ,zdegustowany
To spelnienie marzen!,szczesliwy
Jestem pelen energii!,szczesliwy
Znowu to samo czemu musze przez to przejsc?,zly
Nie mam juz sily.,smutny
Kazdy oddech w tej chwili napelnia mnie poczuciem spokoju i harmonii.,kontemplujacy
W chwilach ciszy czuje jak moje mysli staja sie wyrazniejsze.,kontemplujacy
Nie wytrzymam dluzej tej sytuacji,zly
Chwila spokoju w tym miejscu przypomina mi jak wazne jest zatrzymanie sie w codziennym zyciu.,kontemplujacy
Skontaktuje sie z odpowiednimi osobami,neutralny
To najlepszy dzien w moim zyciu!,szczesliwy
Nie wiem jak przetrwac ten trudny czas.,smutny
Znowu jestem sam.,smutny
Po prostu nie wiem co zrobic,zly
Trzeba to jeszcze omowic,neutralny
To po prostu nie ma sensu!,zly
To naprawde niewyobrazalne jak bardzo wszystko sie popsulo. ,zdegustowany
Chcialbym zeby wszystko wrocilo do normy.,smutny
Czuje sie oszukany.,smutny
Zaraz do tego wrocimy,neutralny
Zaraz to rozwiazemy,neutralny
Jestem pelen entuzjazmu!,szczesliwy
To jest brak poszanowania,zdegustowany
Zaraz to sprawdze,neutralny
Nie wiem jak to przezyje!,przerazony
Nie moge sie opanowac,przerazony
Serio?,zaskoczony
Jakie to wszystko jest cudownie spokojne.,kontemplujacy
To wymaga analizy,neutralny
Znowu to samo jak mam to wytrzymac?,zly
Znowu musze zaczynac od zera,zly
Zastanawiam sie co by sie stalo gdybysmy wszyscy zaczeli zyc w pelnej zgodzie ze soba.,kontemplujacy
Ojej to jest prawdziwa niespodzianka!,zaskoczony
To przekracza wszelkie granice,zdegustowany
Jestem pelen zadowolenia!,szczesliwy
Spokoj tej chwili wypelnia mnie calkowicie.,kontemplujacy
Za chwile przygotuje odpowiedz,neutralny
Znowu czuje sie jakbym stal w miejscu.,smutny
O matko to wyszlo tak dobrze ze nie moge w to uwierzyc!,zaskoczony
To przekracza wszelkie standardy,zdegustowany
Nie wiem jak przez to wszystko przejsc.,smutny
To sie nie miesci w glowie,zdegustowany
To musze potwierdzic,neutralny
Czuje ze jestem nikim.,smutny
Sprawdze to po konsultacji,neutralny
Rozwaze to dokladniej,neutralny
Ten moment daje mi poczucie pelnej obecnosci w tym co mnie otacza.,kontemplujacy
To uczucie nieustannie rosnie,przerazony
Nie sadzilem ze bedzie az tak dobrze!,zaskoczony
Nie ogarniam tego braku kontroli,zdegustowany
Znowu czuje sie jakbym tonal w swoich emocjach.,smutny
Znowu czuje sie jakby caly swiat sie na mnie zawalil.,smutny
To uczucie nie ma konca,przerazony
Nie wiem czy jestem w stanie dalej funkcjonowac,przerazony
Nie moge w to uwierzyc znowu to samo,zly
Sprawdze to pozniej,neutralny
Znowu nic nie poszlo po mojej mysli.,smutny
Jestem zaszokowany brakiem kompetencji,zdegustowany
Znowu czuje sie jakbym nie mial nadziei.,smutny
Zaraz wracam z odpowiedzia,neutralny
To totalny brak szacunku dla wszystkiego,zdegustowany
Nie mam juz sily na nic.,smutny
To mnie totalnie zaskoczylo wyglada to absolutnie swietnie!,zaskoczony
Zaraz sie tym zajme,neutralny
Zaraz przeanalizuje,neutralny
Zaraz przeanalizuje,neutralny
Nie wiem co z tym zrobic. ,zdegustowany
To wymaga analizy,neutralny
Nie moge uwierzyc jak pozytywnie wyszlo!,zaskoczony
Prosze o chwile cierpliwosci,neutralny
To mnie przeraza!,przerazony
Co jesli nie znajde drogi wyjscia?!,przerazony
Znowu czuje sie zraniony.,smutny
Nie mam nadziei na przyszlosc.,smutny
Nie wierze ze ktos to zaakceptowal,zdegustowany
Nie wierze ze to sie dzieje,zdegustowany
Nie wiem jak moge przez to przejsc,przerazony
Zajmuje sie tym po konsultacjach,neutralny
Nie mam sily zniesc tego przerazenia!,przerazony
Spokoj tej chwili ogarnia moje wnetrze.,kontemplujacy
Chwile spokoju pomagaja mi dostrzegac piekno najprostszych rzeczy.,kontemplujacy
To mnie calkowicie zniecheca. ,zdegustowany
Z kazdym oddechem czuje jak odpoczywam.,kontemplujacy
Trzeba to skonsultowac,neutralny
Nie potrafie juz tego dzwigac,przerazony
Zaraz wybuchne!,przerazony
To idealny czas na spelnianie marzen!,szczesliwy
Jestem pelen radosci i optymizmu!,szczesliwy
To wymaga analizy,neutralny
To niesamowita wiadomosc!,zaskoczony
Jestem w siodmym niebie!,szczesliwy
Caly ten pomysl to pomylka,zdegustowany
To totalna porazka,zdegustowany
Nie wiem co mam robic,przerazony
Nie sadzilem ze wyjdzie az tak dobrze!,zaskoczony
To moment ktory zmienia moje zycie!,szczesliwy
To po prostu nie ma sensu!,zly
To miejsce przypomina mi czym jest szczescie.,kontemplujacy
Wow to naprawde mnie zaskoczylo jest absolutnie fenomenalne!,zaskoczony
Chwile medytacji w tym miejscu pozwalaja mi poczuc jak zycie staje sie prostsze i bardziej harmonijne.,kontemplujacy
Znowu zaczynam od nowa czemu to mnie spotyka?,zly
Znowu to samo czemu zawsze ja?,zly
Nie wiem co dalej robic.,smutny
Nie wiem jak to skomentowac jestem w szoku!,zaskoczony
Jestem pelen emocji!,szczesliwy
O matko to jest prawie nierealne jak dobrze wyszlo!,zaskoczony
Jestem pelen entuzjazmu i radosci!,szczesliwy
Znowu czuje sie jakbym nie mial sensu.,smutny
Znowu czuje sie jakbym nie mial celu w zyciu.,smutny
Z kazdym oddechem czuje sie lzejszy.,kontemplujacy
Zatrzymuje sie na chwile by poczuc jak male rzeczy tworza nasze szczescie.,kontemplujacy
Ojej to naprawde przeroslo moje oczekiwania!,zaskoczony
Nie potrafie poradzic sobie z tym bolem.,smutny
Znowu zawiodlem wszystkich,zly
Znowu czuje sie jakbym utknal w martwym punkcie.,smutny
Po prostu nie wytrzymam tej presji,zly
Po prostu czuje sie bezradny,zly
Nie wiem co zrobic,przerazony
Zajmuje sie tym wkrotce,neutralny
O rety jestem kompletnie zaskoczony!,zaskoczony
To uczucie jest jak coraz blizszy wybuch,przerazony
Wow to jest tak swietne ze az trudno uwierzyc ze to prawda!,zaskoczony
Skontaktuje sie z kims w tej sprawie,neutralny
Wow to przeroslo wszystko czego sie spodziewalem!,zaskoczony
Nie moge juz tego zniesc,zly
Znowu wszystko sie wali jak to mozliwe?,zly
Skontaktuje sie z kims pozniej,neutralny
Jestem pelen ekscytacji!,szczesliwy
Znowu czuje sie tak jakbym nie mial celu.,smutny
Nie potrafie sie otrzasnac.,smutny
Nie mam nadziei na przyszlosc.,smutny
Zaraz dostane zawalu!,przerazony
Oto chwila ktorej nie da sie zapomniec.,kontemplujacy
Zaskoczylo mnie to bo niczego takiego sie nie spodziewalem! ,zaskoczony
To wyglada o wiele lepiej niz sie spodziewalem jestem w szoku!,zaskoczony
Nie wiem jak to przejsc!,przerazony
Zaraz bede krzyczal ze strachu!,przerazony
To jest absolutnie nieprawdopodobne!,zaskoczony
Chcialbym poczuc ze mam kontrole nad swoim zyciem.,smutny
Chwileczke to zweryfikuje,neutralny
Znowu wszystko sie rozpadlo,zly
Wow to naprawde zaskakujaco dobre jestem w szoku!,zaskoczony
To uczucie mnie przytlacza jak ogromny glaz,przerazony
Po prostu nie potrafie zrozumiec jak ktos moze to robic,zdegustowany
Za chwile podam szczegoly,neutralny
Nie wierze ze to sie stalo,przerazony
Zaraz znikne!,przerazony
Zaraz zwariuje!,przerazony
Chwila odpoczynku pozwala mi poczuc jak moje cialo staje sie zrelaksowane i spokojne.,kontemplujacy
Nie wiem co z tego wyniknie ale to na pewno nie bedzie dobrze,zly
Jestem pelen entuzjazmu!,szczesliwy
Kazdy dzwiek w tej ciszy sprawia ze czuje sie bardziej obecny w tym momencie.,kontemplujacy
Za chwile to sprawdze,neutralny
Nie wiem jak poradzic sobie z tymi emocjami.,smutny
To nie ma zadnego sensu. ,zdegustowany
Zaraz znikne z przerazenia!,przerazony
Z kazda minuta ciszy czuje jak moje mysli staja sie bardziej uporzadkowane.,kontemplujacy
To chyba jest zla decyzja,zdegustowany
Po prostu nie moge juz tego zniesc,zly
Wow to jest absolutnie wyjatkowe nie potrafie tego wyrazic!,zaskoczony
Nie wiem co dalej robic,przerazony
To po prostu nie ma sensu jak mozna byc az tak okrutnym i obojetnym na cierpienie innych?,zdegustowany
Cisza tej chwili pozwala mi na pelny relaks ciala i umyslu.,kontemplujacy
Spokoj tego miejsca wplywa na moje wnetrze.,kontemplujacy
Sprawdze szczegoly pozniej,neutralny
Wow to jest zupelnie niesamowite nigdy sie tego nie spodziewalem!,zaskoczony
To najwspanialsza decyzja mojego zycia!,szczesliwy
Chcialbym to omowic,neutralny
To prawdziwe szczescie byc tutaj!,szczesliwy
Zaraz to wyjasnie,neutralny
Nie potrafie juz tego wytrzymac,zly
Z kazdym oddechem czuje sie spokojniejszy.,kontemplujacy
To jest cos wspanialego!,zaskoczony
Jestem pelen szczescia!,szczesliwy
Nie wiem co sie ze mna stanie,przerazony
Zaskoczylo mnie to w taki sposob ze nie moge przestac sie usmiechac!,zaskoczony
Co sie dzieje?!,przerazony
Jakie to wszystko jest pelne zycia.,kontemplujacy
Nie wytrzymam tego,zdegustowany
Zastanawiam sie jak male rzeczy w zyciu moga miec najwiekszy wplyw na nasza przyszlosc.,kontemplujacy
To jest tragedia,zdegustowany
To wszystko sie wali,zly
To mnie tak bardzo zaskoczylo ze mam metlik w glowie!,zaskoczony
Jestem pelen emocji i energii!,szczesliwy
Nie rozumiem jak mozna byc tak bezmyslnym. ,zdegustowany
Jestem pelen radosci!,szczesliwy
Patrze na ten widok i czuje wdziecznosc.,kontemplujacy
Zastanawiam sie jak zycie mogloby wygladac gdybysmy wszyscy zyli w pelnej zgodzie z soba.,kontemplujacy
Jestem pelen radosci!,szczesliwy
Zatrzymuje sie by zauwazyc jak kazda chwila jest pelna niepowtarzalnych szczegolow.,kontemplujacy
Zaraz cos sprawdze,neutralny
To rozwiazemy pozniej,neutralny
Zaraz to zrobimy,neutralny
Nie mam nadziei na to co przede mna.,smutny
Zajmuje sie tym wkrotce,neutralny
Nie wiem jak to skoncze!,przerazony
Jestem pelen pozytywnej energii!,szczesliwy
Nie mam sily na nic.,smutny
Nie wiem jak to wszystko przejsc!,przerazony
Zdecydowanie to co sie stalo jest nieakceptowalne. ,zdegustowany
Zaraz znajde odpowiedz,neutralny
Patrzac na to co mam czuje jak wielkie bogactwo skrywa sie w drobnych rzeczach.,kontemplujacy
Nie potrafie poradzic sobie z tym wszystkim.,smutny
Nie wiem jak przejsc przez ten bol.,smutny
Wow to jest zupelnie nieoczekiwane ale w najlepszy sposob!,zaskoczony
To moment ktory na zawsze pozostanie w mojej pamieci!,szczesliwy
Bez slow tylko w spokoju czuje jak kazdy moment wypelnia mnie wewnetrznym spokojem.,kontemplujacy
To do rozwiazania pozniej,neutralny
Wow jestem bardzo pozytywnie zaskoczony!,zaskoczony
Nie wierze ze to sie udalo!,zaskoczony
Chcialbym czuc sie lepiej.,smutny
Co za niesamowite przezycie!,szczesliwy
Kazda sekunda tutaj jest niepowtarzalna.,kontemplujacy
Patrzenie na spokojna wode wprowadza mnie w stan glebokiej medytacji.,kontemplujacy
To wszystko jest nie do zniesienia.,smutny
Sprawdze to pozniej,neutralny
Chcialbym zeby wszystko bylo inne.,smutny
O rany nie mialem pojecia ze tak wyjdzie!,zaskoczony
Zajmijmy sie tym pozniej,neutralny
Znowu wszystko sie rozpadlo,zly
To mnie naprawde przerasta. ,zdegustowany
Jestem w pelni zadowolony!,szczesliwy
Serce bije w rytmie wewnetrznego spokoju.,kontemplujacy
Jestem pelen entuzjazmu i szczescia!,szczesliwy
Z kazda chwila tej ciszy czuje jak moje serce bije spokojniej.,kontemplujacy
Znowu wszystko sie popsulo,zly
Po prostu nie wiem jak to naprawic,zly
Wow to wyglada jak cos czego nigdy nie spodziewalem sie zobaczyc!,zaskoczony
To najlepszy dzien w moim zyciu!,szczesliwy
To wspaniale uczucie!,szczesliwy
Jestem zmeczony ta cala walka.,smutny
Zaraz wroce z odpowiedzia,neutralny
To najpiekniejszy moment mojego zycia!,szczesliwy
Jestem w punkcie w ktorym nie wiem jak dalej!,zly
To jest wybitnie nieudolne,zdegustowany
Chwila wytchnienia pomaga mi poczuc gleboka wewnetrzna harmonie.,kontemplujacy
Uwielbiam to uczucie!,szczesliwy
Po prostu nie wytrzymam,zly
Po prostu nie wiem jak to zrozumiec. ,zdegustowany
Ojej jak pozytywnie mnie to zaskoczylo!,zaskoczony
Nie moge tego zaakceptowac. ,zdegustowany
To nie ma prawa istniec,zdegustowany
Jestem zalamany.,smutny
Chwila wyciszenia pozwala mi poczuc jak moje cialo staje sie zrelaksowane.,kontemplujacy
Za chwile podam odpowiedz,neutralny
To najlepszy moment w moim zyciu!,szczesliwy
To jest jak sen ktory stal sie rzeczywistoscia!,zaskoczony
To trzeba jeszcze potwierdzic,neutralny
Nie wiem jak to wszystko naprawic.,smutny
Znowu czuje sie jakbym stracil nadzieje.,smutny
To absolutnie wyjatkowy moment!,szczesliwy
Po prostu tego nie zrozumiem,zly
W tej chwili czuje jak spokoj otaczajacego mnie swiata wplywa na moja dusze.,kontemplujacy
Trzeba to jeszcze przeanalizowac,neutralny
Znowu jestem w tym samym punkcie.,smutny
Nie wiem jak dalej zyc.,smutny
To zbyt przerazajace!,przerazony
Nie mam pojecia co robic!,przerazony
Znowu czuje sie jakbym stracil kontrole.,smutny
To najpiekniejsza chwila mojego zycia!,szczesliwy
Czy spokoj jest tym czego szukamy czy raczej to co musimy odkryc w sobie?,kontemplujacy
Wow to mnie totalnie zaskoczylo ale w pozytywny sposob!,zaskoczony
Nie wiem jak mam z tym zyc!,przerazony
To wszystko mnie meczy,zly
Wow to wyglada tak dobrze ze nie wiem jak to opisac!,zaskoczony
Znowu czuje sie bezsilny.,smutny
Zaraz cos sie wydarzy!,przerazony
Musze omowic to z kims,neutralny
To jest przerazajace,przerazony
To najlepsza decyzja w moim zyciu!,szczesliwy
Zatrzymuje sie by poczuc jak ten moment wprowadza mnie w stan pelnej refleksji.,kontemplujacy
Jestem pelen optymizmu!,szczesliwy
Zaraz znikne z przerazenia!,przerazony
Nie potrafie znalezc drogi wyjscia.,smutny
Zaraz to sprawdzimy,neutralny
Zaraz zaczne krzyczec!,przerazony
Czuje sie totalnie pozbawiony nadziei.,smutny
Nie wiem dlaczego zawsze mnie to spotyka.,smutny
Nie wiem co dalej ze mna.,smutny
To jest dramat!,zly
Zaraz nie dam rady tego ogarnac!,przerazony
Ta chwila odpoczynku daje mi poczucie pelnej rownowagi i harmonii.,kontemplujacy
Znowu zaczynam od zera ile razy jeszcze?,zly
Znowu wszystko mi sie sypie,zly
Znowu czuje sie jakbym nie mial nikogo kto by mnie rozumial.,smutny
Ta chwila odpoczynku pozwala mi na pelne wyciszenie umyslu.,kontemplujacy
Nie potrafie przestac sie martwic.,smutny
Jestem naprawde dumny z siebie!,szczesliwy
Znowu czuje sie jakbym stal w martwym punkcie.,smutny
Stracilem wszystko co bylo wazne.,smutny
To wszystko sprawia ze czuje sie zupelnie zniechecony nie wiem jak to wytrzymac,zdegustowany
Znowu to samo,zly
Jakie to wszystko jest zjawiskowo piekne.,kontemplujacy
To bylo absolutnie niepotrzebne,zdegustowany
Jak mozna dopuscic do czegos takiego? ,zdegustowany
Patrzenie na wodospad daje mi poczucie ze wszystko w zyciu ma swoje naturalne miejsce.,kontemplujacy
To jest cos pieknego!,zaskoczony
Nie spodziewalem sie ze cos takiego sie wydarzy,zdegustowany
Po prostu nie wiem co z tym zrobic!,zly
Zaraz nie wytrzymam!,przerazony
Znowu wszystko na nic co ja mam teraz zrobic?,zly
Znowu czuje sie zagubiony.,smutny
Znowu zawiodlem.,smutny
Chwila ciszy pozwala mi poczuc jak moje cialo staje sie bardziej zharmonizowane.,kontemplujacy
Zaraz to sie zmieni!,przerazony
Zaskoczylo mnie to do tego stopnia ze musze to przemyslec! ,zaskoczony
Jestem pelen zadowolenia!,szczesliwy
To jest naprawde magiczne!,szczesliwy
To przekracza wszelkie wyobrazenia,zdegustowany
Spokoj tej chwili wypelnia moja przestrzen.,kontemplujacy
To jest nie do uwierzenia,zdegustowany
Po prostu nie moge tego zniesc dluzej,zly
Nie wierze w to co widze,zdegustowany
Znowu czuje sie jakbym byl w pulapce bez wyjscia.,smutny
Nie moge przestac myslec o tym co sie wydarzy,przerazony
To moment ktory zmienia wszystko!,szczesliwy
Znowu wszystko na nic,zly
Nie mam sily walczyc.,smutny
To naprawde cos czego sie nie spodziewalem w zadnym wypadku!,zaskoczony
Jestem pelen optymizmu!,szczesliwy
Potrzebuje chwile aby to zrobic,neutralny
Znowu wszystko na marne,zly
Zawsze chcialem to przezyc!,szczesliwy
Nie potrafie zrozumiec jak moglo to sie stac. ,zdegustowany
To totalna rewolucja! ,zaskoczony
Po prostu nie wiem jak to przejsc,zly
Chwila odpoczynku pozwala mi poczuc pelnie chwili i obecnosci.,kontemplujacy
Za moment wroce z odpowiedzia,neutralny
Nie moge uwierzyc ze to sie dzieje naprawde,przerazony
Nie wiem co sie ze mna stanie!,przerazony
Nie moge juz tego dluzej znosic,zly
Nie wytrzymam tego dluzej!,przerazony
To jest jak sen!,zaskoczony
To kompletnie wywraca moje dotychczasowe zalozenia! ,zaskoczony
To jest absolutnie fantastyczne nie spodziewalem sie az takiego efektu!,zaskoczony
Prosze o wiecej szczegolow,neutralny
To mnie doprowadza do szalu!,zly
Boze co sie dzieje,przerazony
Znowu wszystko na marne,zly
Nie wiem jak stawic temu czola,przerazony
Wow jakie pozytywne zaskoczenie!,zaskoczony
Znowu to sie stalo czemu?,zly
Zaraz cos znajde,neutralny
Trzeba poczekac na wyniki,neutralny
Za chwile bede gotowy,neutralny
Znowu czuje sie calkowicie samotny.,smutny
Zaraz sie zalamie!,przerazony
Po prostu nie moge tego wytrzymac.,zly
Znowu wszystko na marne czemu?,zly
Zaraz nie wytrzymam!,przerazony
Chwila odpoczynku pozwala mi poczuc sie w pelni zjednoczonym z samym soba.,kontemplujacy
Nie wierze ze tak nisko upadli,zdegustowany
Jestem pelen szczescia!,szczesliwy
To jest absolutnie przytlaczajace,przerazony
Nie wiem jak dluzej moge to wytrzymac,przerazony
Czuje sie jakby nie bylo mnie tutaj.,smutny
Po prostu nie wiem jak to rozwiazac!,zly
Jak ktos moze dopuscic cos takiego?,zdegustowany
Wow nie wiem jak to opisac! ,zaskoczony
Podam ci szczegoly wkrotce,neutralny
To moment ktory nigdy sie nie powtorzy!,szczesliwy
To jest cos czego nie da sie zaakceptowac. ,zdegustowany
Nie wiem co sie wlasnie stalo!,zaskoczony
Nie wiem jak poradzic sobie z tymi uczuciami.,smutny
To chyba nie jest realne. ,zdegustowany
Nie mam juz energii.,smutny
Nie moge tego zaakceptowac,zdegustowany
Co mam zrobic?!,przerazony
Nie wiem jak przez to przejsc!,przerazony
Znowu wszystko na nic czemu?,zly
W chwilach ciszy odnajduje najglebsza prawde o sobie.,kontemplujacy
Z kazda minuta tej chwili czuje jak moje mysli staja sie coraz spokojniejsze.,kontemplujacy
Czuje sie bezsilny.,smutny
Czuje sie osamotniony.,smutny
Moje zycie nie ma sensu.,smutny
Znowu czuje sie jakbym tonal w ciemnosci.,smutny
Wow to jest tak spektakularne!,zaskoczony
Chwile w ciszy pozwalaja mi poczuc jak wszystkie moje mysli staja sie spokojniejsze.,kontemplujacy
Zdecydowanie nie spodziewalem sie ze bedzie to takie trudne do rozwiazania. ,zdegustowany
To wszystko jest po prostu zbyt przerazajace!,przerazony
Zajmuje sie tym pozniej,neutralny
Kazdy oddech przynosi mi wiecej spokoju i relaksu.,kontemplujacy
Nie wierze ze to sie stalo,przerazony
Znowu wszystko idzie zle jak to mozliwe?,zly
Skontaktuje sie z odpowiednia osoba,neutralny
To jest nie do uwierzenia,przerazony
To zupelnie nie pasuje do sytuacji. ,zdegustowany
Znowu to samo czemu nie moge tego naprawic?,zly
To wykracza poza wszystkie moje oczekiwania!,zaskoczony
Potrzebuje czasu na sprawdzenie,neutralny
Zaskoczylo mnie to na tyle ze czuje sie jakbym byl w innym swiecie!,zaskoczony
To najwspanialszy czas w moim zyciu!,szczesliwy
Nie wiem jak wyjsc z tej ciemnosci.,smutny
Nie wiem jak znalezc droge do szczescia.,smutny
Zaraz bedziemy wiedziec,neutralny
To przeroslo moje oczekiwania w absolutnie fenomenalny sposob!,zaskoczony
Znowu zaczynam od nowa czemu ja?,zly
Jestem pelen radosci!,szczesliwy
Nie wytrzymam dluzej tej paniki!,przerazony
Nie wiem jak przetrwac ten ciezki czas.,smutny
Po prostu nie wiem co robic,zly
Nie potrafie znalezc w sobie nadziei,przerazony
Z kazdym oddechem czuje sie bardziej w zgodzie ze soba.,kontemplujacy
Jakie to wszystko jest pelne glebi.,kontemplujacy
Znowu wszystko sie popsulo jak to mozliwe?,zly
Potrzebuje chwili by to sprawdzic,neutralny
Czuje sie opuszczony.,smutny
Wow to zaskakujaco dobre!,zaskoczony
Czuje sie jak w harmonii z calym swiatem.,kontemplujacy
To jest poza moimi wyobrazniami!,zaskoczony
Jestem pelen radosci!,szczesliwy
Znowu czuje sie jakbym stracil nadzieje.,smutny
Zawsze chcialem to poczuc!,szczesliwy
Jak mozna dopuscic do czegos takiego? To mnie calkowicie zniecheca czuje sie naprawde zdegustowany,zdegustowany
Jak to sie moglo wydarzyc? To absolutnie przekracza wszelkie wyobrazenia. ,zdegustowany
To przekroczylo moje najsmielsze wyobrazenia! ,zaskoczony
Co za katastrofa,zly
Znowu to sie stalo nie wiem jak to zniesc,zly
Chwileczke to bedzie gotowe,neutralny
Po prostu czuje sie wyczerpany,zly
Jakim cudem to nadal trwa?,zly
To absolutna rewelacja! ,zaskoczony
Zaraz wybuchne z leku!,przerazony
Jestem pelen szczescia i radosci!,szczesliwy
Jestem pelen radosci i optymizmu!,szczesliwy
Oto chwila ktora warto pamietac.,kontemplujacy
Po prostu nie wiem co z tym zrobic. ,zdegustowany
Wow to wyglada jak cos zupelnie wyjatkowego jestem w szoku!,zaskoczony
Znowu czuje sie jakbym nie mial nadziei.,smutny
Znowu musze przez to przejsc!,zly
To zupelnie wywraca moja perspektywe!,zaskoczony
To po prostu niemozliwe!,zly
O matko to mnie tak zaskoczylo ze nie wiem co powiedziec!,zaskoczony
To jest absolutnie nieprawdopodobne!,zaskoczony
Znowu czuje sie jakbym stracil wszystko.,smutny
Nie potrafie w to uwierzyc,przerazony
Czuje sie calkowicie zgubiony.,smutny
Znowu wszystko poszlo nie tak,zly
Przyjrzymy sie temu pozniej,neutralny
Zaraz to wszystko wybuchnie!,przerazony
To najlepszy moment mojego zycia!,szczesliwy
Jestem pelen entuzjazmu!,szczesliwy
Nie wiem co dalej robic,przerazony
Jestem w pelni szczesliwy!,szczesliwy
Nie moge zniesc tego uczucia,przerazony
Zdecydowanie zaluje ze nie podjalem odpowiednich krokow wczesniej. ,zdegustowany
Nie potrzebuje niczego wiecej gdy wpatruje sie w ten spokojny krajobraz.,kontemplujacy
To uczucie wstrzymuje mi oddech,przerazony
Znowu musze przez to przejsc,zly
Wow to jest cos niesamowitego!,zaskoczony
To uczucie zabiera mi wszelka odwage,przerazony
Jestem pelen emocji!,szczesliwy
To jest wybitnie nieodpowiedzialne,zdegustowany
Jestem calkowicie rozczarowany,zly
Nie moge w to uwierzyc to jest po prostu niesamowite!,zaskoczony
Nie wiem jak dalej zyc.,smutny
Za chwile sprawdzimy szczegoly,neutralny
Jestem naprawde szczesliwy!,szczesliwy
Co za wspanialy moment!,szczesliwy
To mnie po prostu meczy. ,zdegustowany
Jestem tym wszystkim totalnie przytloczony,zly
To mnie naprawde irytuje. ,zdegustowany
Nie akceptuje tej postawy,zdegustowany
Zaraz oszaleje z tego przerazenia!,przerazony
Chwila zatrzymania w tym miejscu przypomina mi jak wazne jest poczuc pelnie spokoju.,kontemplujacy
Jak mozna bylo to zepsuc?,zdegustowany
Zastanawiam sie co by sie stalo gdybym na chwile przestal dazyc do czegos i po prostu byl.,kontemplujacy
Nie moge w to uwierzyc!,zaskoczony
Z kazda sekunda tej ciszy czuje jak spokoj wypelnia moja dusze.,kontemplujacy
Stracilem poczucie celu.,smutny
Nie wiem jak to wszystko wytrzymam,przerazony
Zaraz sprawdze,neutralny
Sprawdze to za moment,neutralny
To jest jak marzenie! ,zaskoczony
Nie mam nadziei na nic.,smutny
Z kazda chwila odpoczynku poczucie rownowagi rosnie.,kontemplujacy
Po prostu nie potrafie tego zrozumiec. ,zdegustowany
